rep,learning_rate,steps,classifier,feature_column,train_auc_precision_recall,train_recall,train_average_loss,train_accuracy_baseline,train_accuracy,train_auc,train_loss,train_label/mean,train_precision,train_global_step,train_prediction/mean,test_auc_precision_recall,test_recall,test_average_loss,test_accuracy_baseline,test_accuracy,test_auc,test_loss,test_label/mean,test_precision,test_global_step,test_prediction/mean
3,0.01,1000,"dnn classifier with [10, 10] hidden_units",4 dim embedding column,0.06564379,0.0,0.2764077,0.932,0.932,0.52546704,0.2764077,0.068,0.0,1000,0.14115565,0.06635779,0.0,0.2851421,0.928,0.928,0.49521825,0.2851421,0.072,0.0,1000,0.14162906
3,0.01,1000,"dnn classifier with [10, 10] hidden_units",10 dim embedding column,0.10146312,0.0,0.2282968,0.941,0.941,0.6025685,0.2282968,0.059,0.0,1000,0.09292993,0.118556835,0.0,0.28530353,0.921,0.921,0.4912588,0.28530353,0.079,0.0,1000,0.09058921
3,0.01,1000,"dnn classifier with [10, 10] hidden_units",100 dim embedding column,0.13563639,0.0,0.22109166,0.939,0.939,0.73194367,0.22109166,0.061,0.0,1000,0.074241325,0.17510954,0.0,0.24335365,0.928,0.928,0.78136224,0.24335365,0.072,0.0,1000,0.07150618
3,0.01,1000,"dnn classifier with [20, 20] hidden_units",indicator column,0.57004714,0.08695652,0.22121893,0.931,0.937,0.8699855,0.22121893,0.069,1.0,1000,0.01704162,0.5218544,0.06944445,0.24514984,0.928,0.933,0.88818544,0.24514984,0.072,1.0,1000,0.014172022
3,0.01,1000,"dnn classifier with [20, 20] hidden_units",2 dim embedding column,0.09489047,0.0,0.23410784,0.936,0.936,0.58849156,0.23410784,0.064,0.0,1000,0.062689185,0.09093829,0.0,0.24610023,0.931,0.931,0.5798502,0.24610023,0.069,0.0,1000,0.061862856
3,0.01,1000,"dnn classifier with [20, 20] hidden_units",4 dim embedding column,0.06824551,0.0,0.22814937,0.939,0.939,0.58377415,0.22814937,0.061,0.0,1000,0.064522915,0.08864528,0.0,0.26121682,0.926,0.926,0.5684067,0.26121682,0.074,0.0,1000,0.063413605
3,0.01,1000,"dnn classifier with [20, 20] hidden_units",10 dim embedding column,0.10640738,0.0,0.22654647,0.938,0.938,0.69366014,0.22654647,0.062,0.0,1000,0.05866696,0.16187307,0.0,0.26442882,0.923,0.923,0.7581644,0.26442882,0.077,0.0,1000,0.057303265
3,0.01,1000,"dnn classifier with [20, 20] hidden_units",100 dim embedding column,0.24048024,0.0,0.22224152,0.94,0.94,0.70687056,0.22224152,0.06,0.0,1000,0.075768664,0.24791308,0.0,0.25664404,0.924,0.924,0.78201187,0.25664404,0.076,0.0,1000,0.07386663
3,0.01,2000,linear classifier,categorical column with vocabulary list,0.5491142,0.077586204,0.18069254,0.94200003,0.9465,0.9009445,0.18069254,0.058,1.0,2000,0.01815947,0.51361406,0.062893085,0.2601793,0.9205,0.9255,0.8985068,0.2601793,0.0795,1.0,2000,0.017093183
3,0.01,2000,"dnn classifier with [4, 4] hidden_units",indicator column,0.5124483,0.0,0.19878349,0.9395,0.9395,0.8546617,0.19878349,0.0605,0.0,2000,0.017476352,0.42642635,0.0,0.27410185,0.923,0.923,0.8257165,0.27410185,0.077,0.0,2000,0.015265128
3,0.01,2000,"dnn classifier with [4, 4] hidden_units",2 dim embedding column,0.086393416,0.0,0.22221267,0.9405,0.9405,0.65136105,0.22221267,0.0595,0.0,2000,0.07932476,0.11059564,0.0,0.26637563,0.925,0.925,0.5834757,0.26637563,0.075,0.0,2000,0.07644831
3,0.01,2000,"dnn classifier with [4, 4] hidden_units",4 dim embedding column,0.07423898,0.0,0.22331835,0.9415,0.9415,0.640683,0.22331835,0.0585,0.0,2000,0.0846388,0.086089745,0.0,0.27046883,0.922,0.922,0.60001075,0.27046883,0.078,0.0,2000,0.084458545
3,0.01,2000,"dnn classifier with [4, 4] hidden_units",10 dim embedding column,0.103306554,0.0,0.24110939,0.9395,0.9395,0.7129848,0.24110939,0.0605,0.0,2000,0.11193459,0.1596798,0.0,0.2715363,0.924,0.924,0.7653295,0.2715363,0.076,0.0,2000,0.11194924
3,0.01,2000,"dnn classifier with [4, 4] hidden_units",100 dim embedding column,0.16441715,0.0,0.20759891,0.9415,0.9415,0.74725276,0.20759891,0.0585,0.0,2000,0.06754565,0.26667655,0.0,0.24239433,0.925,0.925,0.779382,0.24239433,0.075,0.0,2000,0.06474648
3,0.01,2000,"dnn classifier with [10, 10] hidden_units",indicator column,0.6676986,0.07874016,0.18152422,0.9365,0.9415,0.9219073,0.18152422,0.0635,1.0,2000,0.017439775,0.43987352,0.0,0.28533328,0.923,0.923,0.8174186,0.28533328,0.077,0.0,2000,0.01301312
3,0.01,2000,"dnn classifier with [10, 10] hidden_units",2 dim embedding column,0.09831181,0.0,0.23711257,0.9365,0.9365,0.5565412,0.23711257,0.0635,0.0,2000,0.08140702,0.076686256,0.0,0.2614593,0.927,0.927,0.5531486,0.2614593,0.073,0.0,2000,0.08107611
3,0.01,2000,"dnn classifier with [10, 10] hidden_units",4 dim embedding column,0.091200024,0.0,0.23289739,0.9355,0.9355,0.64004654,0.23289739,0.0645,0.0,2000,0.059520822,0.15397921,0.0,0.26018533,0.923,0.923,0.7666242,0.26018533,0.077,0.0,2000,0.057875745
3,0.01,2000,"dnn classifier with [10, 10] hidden_units",10 dim embedding column,0.09003573,0.0,0.2131783,0.94200003,0.942,0.6771108,0.2131783,0.058,0.0,2000,0.06695812,0.23192602,0.0,0.2598568,0.92,0.92,0.76954824,0.2598568,0.08,0.0,2000,0.066472664
3,0.01,2000,"dnn classifier with [10, 10] hidden_units",100 dim embedding column,0.25095397,0.0,0.20860444,0.9395,0.9395,0.8108784,0.20860444,0.0605,0.0,2000,0.056376543,0.36385947,0.0,0.24341711,0.924,0.924,0.829314,0.24341711,0.076,0.0,2000,0.05382238
3,0.01,2000,"dnn classifier with [20, 20] hidden_units",indicator column,0.61156803,0.0859375,0.20653982,0.936,0.9415,0.89302677,0.20653982,0.064,1.0,2000,0.015011262,0.50265735,0.032051284,0.2840243,0.922,0.9245,0.8815841,0.2840243,0.078,1.0,2000,0.011313094
3,0.01,2000,"dnn classifier with [20, 20] hidden_units",2 dim embedding column,0.103720434,0.0,0.22636011,0.937,0.937,0.64742047,0.22636011,0.063,0.0,2000,0.058572777,0.07595286,0.0,0.26728418,0.9255,0.9255,0.5394726,0.26728418,0.0745,0.0,2000,0.05374203
3,0.01,2000,"dnn classifier with [20, 20] hidden_units",4 dim embedding column,0.065983355,0.0,0.23053141,0.939,0.939,0.52070785,0.23053141,0.061,0.0,2000,0.050420936,0.08533503,0.0,0.26883283,0.925,0.925,0.55910456,0.26883283,0.075,0.0,2000,0.049977936
3,0.01,2000,"dnn classifier with [20, 20] hidden_units",10 dim embedding column,0.120785534,0.0,0.21365653,0.9405,0.9405,0.72944844,0.21365653,0.0595,0.0,2000,0.050707933,0.13417077,0.0,0.26433617,0.9225,0.9225,0.7270845,0.26433617,0.0775,0.0,2000,0.048970655
3,0.01,2000,"dnn classifier with [20, 20] hidden_units",100 dim embedding column,0.24005541,0.0,0.22448419,0.934,0.934,0.79011744,0.22448419,0.066,0.0,2000,0.058613364,0.25487694,0.0,0.24468538,0.924,0.924,0.84702706,0.24468538,0.076,0.0,2000,0.055611096
